1,3,312,0,54,101,1,1,1.0
1,4,482,8,52,68,1,1,1.0
1,5,43,160,34,56,1,1,1.0
1,6,598,15,64,212,1,1,1.0
1,7,914,120,128,247,1,1,1.0
1,8,546,11,53,189,1,1,1.0
1,9,340,604,218,109,1,1,1.0
1,10,444,64,93,219,1,1,1.0
1,0,4,213,69,85,1,1,1.0
2,3,313,0,54,101,1,1,1.0
2,4,480,9,50,64,1,1,1.0
2,5,40,158,37,57,1,1,1.0
2,6,597,16,62,210,1,1,1.0
2,7,914,118,128,248,1,1,1.0
2,8,546,12,53,187,1,1,1.0
2,9,342,603,217,111,1,1,1.0
2,10,445,62,93,217,1,1,1.0
2,27,1055,304,124,156,1,1,1.0
2,0,4,215,68,82,1,1,1.0
3,3,316,0,54,101,1,1,1.0
3,4,478,8,50,63,1,1,1.0
3,5,41,159,37,57,1,1,1.0
3,6,597,17,63,209,1,1,1.0
3,7,914,117,130,248,1,1,1.0
3,8,547,11,52,189,1,1,1.0
3,9,341,602,218,111,1,1,1.0
3,10,444,61,93,216,1,1,1.0
3,27,1055,304,124,156,1,1,1.0
3,0,4,216,68,80,1,1,1.0
4,3,318,0,54,101,1,1,1.0
4,4,476,8,50,62,1,1,1.0
4,5,41,158,36,57,1,1,1.0
4,6,596,17,63,208,1,1,1.0
4,7,910,117,125,249,1,1,1.0
4,8,547,12,51,189,1,1,1.0
4,9,343,602,217,111,1,1,1.0
4,10,442,59,93,214,1,1,1.0
4,27,996,309,178,194,1,1,1.0
4,0,5,217,71,81,1,1,1.0
5,3,323,0,54,101,1,1,1.0
5,4,474,9,50,63,1,1,1.0
5,5,41,159,36,57,1,1,1.0
5,6,595,18,62,208,1,1,1.0
5,7,911,116,122,249,1,1,1.0
5,8,547,13,51,189,1,1,1.0
5,9,347,602,217,111,1,1,1.0
5,10,440,59,95,212,1,1,1.0
5,27,990,307,188,203,1,1,1.0
5,0,8,213,68,87,1,1,1.0
6,3,339,0,58,99,1,1,1.0
6,4,472,13,52,75,1,1,1.0
6,6,595,18,60,208,1,1,1.0
6,5,41,159,36,57,1,1,1.0
6,8,548,13,51,189,1,1,1.0
6,10,435,60,98,211,1,1,1.0
6,7,912,116,120,250,1,1,1.0
6,9,350,602,219,111,1,1,1.0
6,27,984,308,193,207,1,1,1.0
6,0,5,215,72,81,1,1,1.0
7,3,327,0,47,96,1,1,1.0
7,27,980,308,196,209,1,1,1.0
7,4,471,14,58,85,1,1,1.0
7,10,430,61,103,209,1,1,1.0
7,5,41,159,36,57,1,1,1.0
7,6,594,19,59,207,1,1,1.0
7,8,547,13,51,189,1,1,1.0
7,7,913,116,117,250,1,1,1.0
7,9,353,602,221,112,1,1,1.0
7,0,1,217,78,81,1,1,1.0
8,27,979,308,198,211,1,1,1.0
8,10,422,62,107,208,1,1,1.0
8,5,41,159,36,57,1,1,1.0
8,6,594,19,59,207,1,1,1.0
8,8,547,10,51,190,1,1,1.0
8,4,469,19,64,113,1,1,1.0
8,9,358,601,219,113,1,1,1.0
8,7,913,116,115,250,1,1,1.0
8,0,6,213,64,84,1,1,1.0
9,27,977,307,198,212,1,1,1.0
9,10,414,64,106,206,1,1,1.0
9,8,547,9,52,190,1,1,1.0
9,5,41,159,36,57,1,1,1.0
9,6,595,20,57,206,1,1,1.0
9,9,366,596,212,118,1,1,1.0
9,4,468,22,68,133,1,1,1.0
9,7,913,116,114,251,1,1,1.0
9,0,5,213,66,81,1,1,1.0
10,27,977,307,198,213,1,1,1.0
10,10,407,65,105,205,1,1,1.0
10,5,41,159,36,57,1,1,1.0
10,6,595,20,56,206,1,1,1.0
10,9,374,599,203,116,1,1,1.0
10,8,547,8,53,190,1,1,1.0
