1,0,1216,213,46,153,1,1,1.0
1,1,601,66,47,171,1,1,1.0
1,2,226,141,69,165,1,1,1.0
1,3,526,59,72,207,1,1,1.0
1,4,445,59,56,202,1,1,1.0
2,0,1216,213,46,153,1,1,1.0
2,1,601,65,47,171,1,1,1.0
2,2,228,141,69,165,1,1,1.0
2,3,525,59,72,207,1,1,1.0
2,4,444,59,56,202,1,1,1.0
3,0,1216,213,46,153,1,1,1.0
3,1,601,62,47,171,1,1,1.0
3,2,230,141,69,165,1,1,1.0
3,3,525,58,72,207,1,1,1.0
3,4,444,59,56,202,1,1,1.0
4,0,1216,213,46,153,1,1,1.0
4,1,604,62,47,171,1,1,1.0
4,2,231,141,69,165,1,1,1.0
4,3,526,57,72,207,1,1,1.0
4,4,445,59,56,202,1,1,1.0
5,0,1216,213,46,151,1,1,1.0
5,1,601,64,44,169,1,1,1.0
5,2,234,140,65,163,1,1,1.0
5,3,531,58,71,206,1,1,1.0
5,4,445,59,55,200,1,1,1.0
5,5,582,327,279,393,1,1,1.0
6,1,602,65,43,166,1,1,1.0
6,0,1216,213,46,150,1,1,1.0
6,3,534,58,72,205,1,1,1.0
6,2,237,139,64,163,1,1,1.0
6,4,445,60,54,200,1,1,1.0
6,5,524,318,274,400,1,1,1.0
7,4,445,60,54,200,1,1,1.0
7,3,536,58,72,205,1,1,1.0
7,2,239,138,64,163,1,1,1.0
7,1,602,65,43,166,1,1,1.0
7,0,1216,213,46,150,1,1,1.0
7,5,479,291,274,400,1,1,1.0
8,0,1216,214,46,149,1,1,1.0
8,1,605,66,42,163,1,1,1.0
8,3,544,58,69,207,1,1,1.0
8,2,244,137,62,162,1,1,1.0
8,4,445,60,52,199,1,1,1.0
8,5,430,277,257,395,1,1,1.0
9,1,608,67,40,164,1,1,1.0
9,0,1216,214,46,148,1,1,1.0
9,2,249,135,61,163,1,1,1.0
9,3,551,61,67,207,1,1,1.0
9,4,446,60,52,199,1,1,1.0
9,5,382,263,241,386,1,1,1.0
10,0,1216,214,46,148,1,1,1.0
10,3,555,62,68,208,1,1,1.0
10,5,349,253,216,385,1,1,1.0
10,2,254,136,61,166,1,1,1.0
10,4,446,59,51,197,1,1,1.0
10,1,609,67,40,164,1,1,1.0
11,0,1216,214,46,147,1,1,1.0
11,5,320,242,207,389,1,1,1.0
11,3,558,63,73,209,1,1,1.0
11,2,261,136,60,167,1,1,1.0
11,4,446,59,52,198,1,1,1.0
11,1,609,67,40,164,1,1,1.0
12,5,288,230,207,389,1,1,1.0
12,4,446,59,52,198,1,1,1.0
12,3,561,63,73,209,1,1,1.0
12,2,264,136,60,167,1,1,1.0
12,0,1217,214,46,147,1,1,1.0
12,1,609,66,40,164,1,1,1.0
13,5,259,227,216,390,1,1,1.0
13,0,1217,214,46,148,1,1,1.0
13,3,571,63,69,210,1,1,1.0
13,2,277,129,58,138,1,1,1.0
13,4,449,60,62,198,1,1,1.0
13,6,543,71,44,164,1,1,1.0
13,1,610,67,40,164,1,1,1.0
14,0,1217,214,46,148,1,1,1.0
14,5,239,219,224,390,1,1,1.0
14,3,576,64,69,211,1,1,1.0
14,2,284,128,56,120,1,1,1.0
14,4,448,60,68,198,1,1,1.0
14,6,539,72,46,163,1,1,1.0
14,1,609,67,40,164,1,1,1.0
15,5,218,209,222,385,1,1,1.0
15,0,1217,214,46,148,1,1,1.0
15,2,293,128,57,116,1,1,1.0
15,3,580,64,67,212,1,1,1.0
15,4,448,60,71,199,1,1,1.0
15,6,535,70,49,163,1,1,1.0
15,1,610,68,40,164,1,1,1.0
16,5,209,203,218,380,1,1,1.0
16,0,1217,214,46,147,1,1,1.0
16,2,300,137,63,153,1,1,1.0
16,3,580,64,67,213,1,1,1.0
16,4,447,60,71,200,1,1,1.0
16,6,533,69,51,165,1,1,1.0
16,1,610,69,40,164,1,1,1.0
17,5,195,198,218,380,1,1,1.0
17,4,447,61,71,200,1,1,1.0
17,3,582,64,67,213,1,1,1.0
17,2,305,137,63,153,1,1,1.0
17,0,1217,214,46,147,1,1,1.0
17,6,533,70,51,165,1,1,1.0
17,1,611,70,40,164,1,1,1.0
18,5,206,199,217,371,1,1,1.0
18,0,1217,215,46,147,1,1,1.0
18,6,533,68,50,165,1,1,1.0
18,2,317,138,79,180,1,1,1.0
18,3,581,62,66,215,1,1,1.0
18,4,445,60,64,200,1,1,1.0
19,5,208,200,220,366,1,1,1.0
19,0,1217,215,46,147,1,1,1.0
19,6,532,68,51,167,1,1,1.0
19,2,327,137,87,196,1,1,1.0
19,3,580,61,66,215,1,1,1.0
19,4,444,60,61,200,1,1,1.0
20,5,202,197,220,366,1,1,1.0
20,4,444,60,61,200,1,1,1.0
20,3,581,62,66,215,1,1,1.0
20,2,334,139,87,196,1,1,1.0
20,6,532,68,51,167,1,1,1.0
20,0,1217,215,46,147,1,1,1.0
21,5,222,207,200,364,1,1,1.0
21,0,1217,215,46,146,1,1,1.0
21,6,529,69,53,170,1,1,1.0
21,2,342,132,87,208,1,1,1.0
21,3,579,61,67,216,1,1,1.0
21,4,445,59,58,201,1,1,1.0
22,5,220,207,200,364,1,1,1.0
22,4,445,59,58,201,1,1,1.0
22,3,579,61,67,216,1,1,1.0
22,2,348,133,87,208,1,1,1.0
22,6,528,69,53,170,1,1,1.0
22,0,1217,215,46,146,1,1,1.0
23,0,1217,215,46,146,1,1,1.0
23,6,525,69,54,170,1,1,1.0
23,2,352,127,80,206,1,1,1.0
23,5,241,218,209,365,1,1,1.0
23,3,576,61,66,216,1,1,1.0
23,4,445,59,56,201,1,1,1.0
24,0,1217,215,46,147,1,1,1.0
24,2,359,125,75,201,1,1,1.0
24,6,523,69,53,169,1,1,1.0
24,5,246,222,214,365,1,1,1.0
24,3,575,61,65,216,1,1,1.0
24,4,445,59,55,200,1,1,1.0
25,5,248,223,214,365,1,1,1.0
25,4,445,59,55,200,1,1,1.0
25,3,575,61,65,216,1,1,1.0
25,2,364,125,75,201,1,1,1.0
25,6,521,69,53,169,1,1,1.0
25,0,1217,215,46,147,1,1,1.0
26,2,378,128,82,213,1,1,1.0
26,0,1217,214,46,148,1,1,1.0
26,6,518,69,53,166,1,1,1.0
26,5,253,241,217,384,1,1,1.0
26,3,576,61,64,216,1,1,1.0
26,4,445,60,54,200,1,1,1.0
27,5,256,246,217,384,1,1,1.0
27,4,445,59,54,200,1,1,1.0
27,3,576,61,64,216,1,1,1.0
27,2,384,129,82,213,1,1,1.0
27,6,516,69,53,166,1,1,1.0
27,0,1217,214,46,148,1,1,1.0
28,0,1217,214,46,148,1,1,1.0
28,6,513,70,53,164,1,1,1.0
28,2,393,132,74,217,1,1,1.0
28,5,273,274,211,406,1,1,1.0
28,3,576,61,65,217,1,1,1.0
28,4,446,59,53,200,1,1,1.0
29,0,1217,213,46,148,1,1,1.0
29,2,401,131,66,220,1,1,1.0
29,6,512,71,51,162,1,1,1.0
29,3,578,61,64,217,1,1,1.0
29,4,446,59,52,199,1,1,1.0
29,5,292,292,210,411,1,1,1.0
30,5,296,301,210,411,1,1,1.0
30,4,446,59,52,199,1,1,1.0
30,3,578,61,64,217,1,1,1.0
30,2,407,132,66,220,1,1,1.0
30,6,510,71,51,162,1,1,1.0
30,0,1217,213,46,148,1,1,1.0
31,0,1217,213,46,149,1,1,1.0
31,6,512,71,48,161,1,1,1.0
31,2,419,130,67,225,1,1,1.0
31,3,581,60,62,217,1,1,1.0
31,5,326,322,222,399,1,1,1.0
31,4,447,59,52,199,1,1,1.0
32,5,334,336,222,399,1,1,1.0
32,3,581,60,62,217,1,1,1.0
32,2,425,131,67,225,1,1,1.0
32,6,512,71,48,161,1,1,1.0
32,0,1217,213,46,149,1,1,1.0
32,4,447,58,52,199,1,1,1.0
33,0,1217,211,47,151,1,1,1.0
33,2,439,129,74,230,1,1,1.0
33,6,516,72,46,160,1,1,1.0
33,3,582,60,62,217,1,1,1.0
33,5,374,375,217,368,1,1,1.0
33,4,447,58,52,199,1,1,1.0
34,0,1217,211,48,151,1,1,1.0
34,2,445,129,74,232,1,1,1.0
34,6,518,72,45,159,1,1,1.0
34,3,581,60,62,217,1,1,1.0
34,5,405,399,208,345,1,1,1.0
34,4,447,58,52,199,1,1,1.0
35,5,432,416,208,345,1,1,1.0
35,3,581,60,62,217,1,1,1.0
35,2,451,130,74,232,1,1,1.0
35,6,518,72,45,159,1,1,1.0
35,0,1217,211,48,151,1,1,1.0
35,4,447,58,52,199,1,1,1.0
36,2,461,128,73,235,1,1,1.0
36,0,1218,208,50,153,1,1,1.0
36,6,521,71,44,159,1,1,1.0
36,4,445,60,46,198,1,1,1.0
36,3,581,60,63,216,1,1,1.0
36,5,488,453,209,304,1,1,1.0
