1,164,643,604,204,116,1,1,1.0
1,6,922,381,200,248,1,1,1.0
1,124,1065,237,131,197,1,1,1.0
1,174,498,28,86,120,1,1,1.0
1,157,834,531,186,169,1,1,1.0
2,164,643,604,204,116,1,1,1.0
2,6,922,403,204,271,1,1,1.0
2,124,1089,244,130,201,1,1,1.0
2,174,508,28,89,120,1,1,1.0
2,157,833,530,186,169,1,1,1.0
3,164,643,604,203,116,1,1,1.0
3,124,1111,256,131,213,1,1,1.0
3,6,932,420,200,279,1,1,1.0
3,174,520,29,93,119,1,1,1.0
3,157,831,529,186,169,1,1,1.0
4,164,644,605,203,115,1,1,1.0
4,124,1124,265,135,221,1,1,1.0
4,6,938,431,196,282,1,1,1.0
4,174,530,29,94,120,1,1,1.0
4,157,829,528,186,169,1,1,1.0
5,164,644,605,203,115,1,1,1.0
5,6,942,444,194,279,1,1,1.0
5,174,550,29,89,120,1,1,1.0
5,124,1136,271,141,230,1,1,1.0
5,157,821,528,186,169,1,1,1.0
6,164,644,606,202,114,1,1,1.0
6,6,950,454,190,271,1,1,1.0
6,157,793,532,201,178,1,1,1.0
6,174,568,29,85,120,1,1,1.0
6,124,1141,274,144,236,1,1,1.0
7,164,644,607,202,113,1,1,1.0
7,124,1147,281,142,235,1,1,1.0
7,157,780,533,213,182,1,1,1.0
7,6,949,467,192,263,1,1,1.0
7,174,584,29,83,119,1,1,1.0
8,164,645,608,202,112,1,1,1.0
8,157,772,533,219,184,1,1,1.0
8,6,943,476,199,254,1,1,1.0
8,174,594,29,88,119,1,1,1.0
9,164,645,609,203,112,1,1,1.0
9,157,769,532,225,182,1,1,1.0
9,6,947,484,202,243,1,1,1.0
9,174,601,29,95,119,1,1,1.0
10,164,645,609,203,111,1,1,1.0
10,157,768,532,226,182,1,1,1.0
10,6,955,491,201,234,1,1,1.0
10,174,612,29,97,118,1,1,1.0
11,157,766,532,219,180,1,1,1.0
11,164,646,610,204,110,1,1,1.0
11,6,957,500,204,227,1,1,1.0
11,174,629,29,98,117,1,1,1.0
12,164,646,610,204,110,1,1,1.0
12,157,769,533,213,181,1,1,1.0
12,174,643,29,97,118,1,1,1.0
12,6,961,507,204,227,1,1,1.0
13,164,646,611,204,109,1,1,1.0
13,157,776,534,205,182,1,1,1.0
13,174,657,29,97,119,1,1,1.0
13,6,966,512,204,227,1,1,1.0
14,164,645,611,205,109,1,1,1.0
14,157,782,535,200,183,1,1,1.0
14,174,667,29,99,119,1,1,1.0
14,6,969,517,204,227,1,1,1.0
15,164,646,612,204,108,1,1,1.0
15,174,680,29,100,121,1,1,1.0
15,157,788,535,200,183,1,1,1.0
